@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.4376000E+02, 0.2271890E+02, 0.1986630E+02, 0.5238815E+01, 0.4592743E+01,
 0.4378000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238815E+01, 0.4592743E+01,
 0.4380000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238815E+01, 0.4592743E+01,
 0.4382000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238815E+01, 0.4592743E+01,
 0.4384000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238815E+01, 0.4592744E+01,
 0.4386000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238815E+01, 0.4592744E+01,
 0.4388000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238816E+01, 0.4592744E+01,
 0.4390000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238816E+01, 0.4592744E+01,
 0.4392000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238816E+01, 0.4592744E+01,
 0.4394000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238816E+01, 0.4592744E+01,
 0.4396000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238816E+01, 0.4592744E+01,
 0.4398000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238816E+01, 0.4592744E+01,
 0.4400000E+02, 0.2271890E+02, 0.1986631E+02, 0.5238817E+01, 0.4592744E+01,
 0.4402000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4404000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4406000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4408000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4410000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4412000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4414000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238817E+01, 0.4592745E+01,
 0.4416000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238818E+01, 0.4592745E+01,
 0.4418000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238818E+01, 0.4592745E+01,
 0.4420000E+02, 0.2271891E+02, 0.1986631E+02, 0.5238818E+01, 0.4592745E+01,
 0.4422000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238818E+01, 0.4592746E+01,
 0.4424000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238818E+01, 0.4592746E+01,
 0.4426000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238818E+01, 0.4592746E+01,
 0.4428000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238818E+01, 0.4592746E+01,
 0.4430000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238818E+01, 0.4592746E+01,
 0.4432000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238819E+01, 0.4592746E+01,
 0.4434000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238819E+01, 0.4592746E+01,
 0.4436000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238819E+01, 0.4592746E+01,
 0.4438000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238819E+01, 0.4592746E+01,
 0.4440000E+02, 0.2271891E+02, 0.1986632E+02, 0.5238819E+01, 0.4592746E+01,
 0.4442000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238819E+01, 0.4592746E+01,
 0.4444000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238819E+01, 0.4592747E+01,
 0.4446000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238819E+01, 0.4592747E+01,
 0.4448000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4450000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4452000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4454000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4456000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4458000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4460000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4462000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4464000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238820E+01, 0.4592747E+01,
 0.4466000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4468000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4470000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4472000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4474000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4476000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4478000E+02, 0.2271892E+02, 0.1986632E+02, 0.5238821E+01, 0.4592748E+01,
 0.4480000E+02, 0.2271892E+02, 0.1986633E+02, 0.5238821E+01, 0.4592748E+01,
 0.4482000E+02, 0.2271892E+02, 0.1986633E+02, 0.5238821E+01, 0.4592748E+01,
 0.4484000E+02, 0.2271892E+02, 0.1986633E+02, 0.5238821E+01, 0.4592748E+01,
 0.4486000E+02, 0.2271892E+02, 0.1986633E+02, 0.5238822E+01, 0.4592748E+01,
 0.4488000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592748E+01,
 0.4490000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592748E+01,
 0.4492000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592748E+01,
 0.4494000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4496000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4498000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4500000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4502000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4504000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4506000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4508000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4510000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4512000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4514000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4516000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4518000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238822E+01, 0.4592749E+01,
 0.4520000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592749E+01,
 0.4522000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592749E+01,
 0.4524000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4526000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4528000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4530000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4532000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4534000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4536000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4538000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4540000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4542000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4544000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4546000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238823E+01, 0.4592750E+01,
 0.4548000E+02, 0.2271893E+02, 0.1986633E+02, 0.5238824E+01, 0.4592750E+01,
 0.4550000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592750E+01,
 0.4552000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592750E+01,
 0.4554000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592750E+01,
 0.4556000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592750E+01,
 0.4558000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4560000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4562000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4564000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4566000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4568000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4570000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4572000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4574000E+02, 0.2271894E+02, 0.1986633E+02, 0.5238824E+01, 0.4592751E+01,
 0.4576000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4578000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4580000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4582000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4584000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4586000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4588000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4590000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4592000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4594000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4596000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4598000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592751E+01,
 0.4600000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592752E+01,
 0.4602000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592752E+01,
 0.4604000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592752E+01,
 0.4606000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592752E+01,
 0.4608000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592752E+01,
 0.4610000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238825E+01, 0.4592752E+01,
 0.4612000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4614000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4616000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4618000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4620000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4622000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4624000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4626000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4628000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4630000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4632000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4634000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4636000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4638000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4640000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4642000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4644000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4646000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4648000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4650000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238826E+01, 0.4592752E+01,
 0.4652000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4654000E+02, 0.2271894E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4656000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4658000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4660000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4662000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4664000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4666000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4668000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4670000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4672000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4674000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4676000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4678000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4680000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4682000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592752E+01,
 0.4684000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4686000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4688000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4690000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4692000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4694000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4696000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4698000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4700000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4702000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238827E+01, 0.4592753E+01,
 0.4704000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238828E+01, 0.4592753E+01,
 0.4706000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238828E+01, 0.4592753E+01,
 0.4708000E+02, 0.2271895E+02, 0.1986634E+02, 0.5238828E+01, 0.4592753E+01,
 0.4710000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4712000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4714000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4716000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4718000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4720000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4722000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4724000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4726000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4728000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4730000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4732000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4734000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4736000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4738000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4740000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4742000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4744000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4746000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4748000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4750000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4752000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4754000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4756000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4758000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4760000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4762000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4764000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592753E+01,
 0.4766000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592754E+01,
 0.4768000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238828E+01, 0.4592754E+01,
 0.4770000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4772000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4774000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4776000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4778000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4780000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4782000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4784000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4786000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4788000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4790000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4792000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4794000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4796000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4798000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4800000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4802000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4804000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4806000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4808000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4810000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4812000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4814000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4816000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4818000E+02, 0.2271895E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4820000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4822000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4824000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4826000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4828000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4830000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4832000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4834000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4836000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4838000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4840000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4842000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4844000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4846000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4848000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4850000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4852000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4854000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4856000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4858000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4860000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4862000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4864000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4866000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238829E+01, 0.4592754E+01,
 0.4868000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4870000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4872000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4874000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4876000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4878000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4880000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4882000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4884000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4886000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4888000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4890000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4892000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4894000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4896000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4898000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592754E+01,
 0.4900000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4902000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4904000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4906000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4908000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4910000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4912000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4914000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4916000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4918000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4920000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
