@PIN,POH,PNB,PRF,PNF,PEX [MW]  vs t@
X,PIN,POH,PNB,PRF,PNF,PEX
 0.4472000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465979E+02, 0.2000000E+02,
 0.4474000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465979E+02, 0.2000000E+02,
 0.4476000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4478000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4480000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4482000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4484000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4486000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4488000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465980E+02, 0.2000000E+02,
 0.4490000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4492000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4494000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4496000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4498000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4500000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4502000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4504000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4506000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4508000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4510000E+02, 0.1052333E+03, 0.2057346E+02, 0.2500000E+02, 0.2500000E+02, 0.3465981E+02, 0.2000000E+02,
 0.4512000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4514000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4516000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4518000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4520000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4522000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4524000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4526000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4528000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4530000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4532000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4534000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465982E+02, 0.2000000E+02,
 0.4536000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4538000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4540000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4542000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4544000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4546000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4548000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4550000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4552000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465983E+02, 0.2000000E+02,
 0.4554000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4556000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4558000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4560000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4562000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4564000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4566000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4568000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4570000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4572000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4574000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4576000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4578000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4580000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4582000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465984E+02, 0.2000000E+02,
 0.4584000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4586000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4588000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4590000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4592000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4594000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4596000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4598000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4600000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4602000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4604000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4606000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4608000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4610000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4612000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4614000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4616000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465985E+02, 0.2000000E+02,
 0.4618000E+02, 0.1052333E+03, 0.2057345E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4620000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4622000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4624000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4626000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4628000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4630000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4632000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4634000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4636000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4638000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4640000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4642000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465986E+02, 0.2000000E+02,
 0.4644000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4646000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4648000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4650000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4652000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4654000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4656000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4658000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4660000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4662000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4664000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4666000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4668000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4670000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4672000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4674000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4676000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4678000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4680000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4682000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4684000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4686000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4688000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465987E+02, 0.2000000E+02,
 0.4690000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4692000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4694000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4696000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4698000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4700000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4702000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4704000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4706000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4708000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4710000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4712000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4714000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4716000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4718000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4720000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4722000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4724000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4726000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465988E+02, 0.2000000E+02,
 0.4728000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4730000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4732000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4734000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4736000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4738000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4740000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4742000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4744000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4746000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4748000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4750000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4752000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4754000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4756000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4758000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4760000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4762000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4764000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4766000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4768000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4770000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4772000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4774000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4776000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4778000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4780000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4782000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4784000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4786000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4788000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4790000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4792000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4794000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4796000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4798000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4800000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465989E+02, 0.2000000E+02,
 0.4802000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4804000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4806000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4808000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4810000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4812000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4814000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4816000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4818000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4820000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4822000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4824000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4826000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4828000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4830000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4832000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4834000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4836000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4838000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4840000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4842000E+02, 0.1052333E+03, 0.2057344E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4844000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4846000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4848000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4850000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4852000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4854000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4856000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4858000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4860000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
 0.4862000E+02, 0.1052333E+03, 0.2057343E+02, 0.2500000E+02, 0.2500000E+02, 0.3465990E+02, 0.2000000E+02,
