@BETAa,BETA0,[%],BETAN  vs t@
X,Y1,Y2,Y3
 0.4580000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036220E+00,
 0.4582000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036220E+00,
 0.4584000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036220E+00,
 0.4586000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036221E+00,
 0.4588000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036221E+00,
 0.4590000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036221E+00,
 0.4592000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036221E+00,
 0.4594000E+02, 0.7185767E+00, 0.4210180E+01, 0.8036221E+00,
 0.4596000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036221E+00,
 0.4598000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036221E+00,
 0.4600000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036221E+00,
 0.4602000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036221E+00,
 0.4604000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036221E+00,
 0.4606000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036222E+00,
 0.4608000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036222E+00,
 0.4610000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036222E+00,
 0.4612000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036222E+00,
 0.4614000E+02, 0.7185768E+00, 0.4210180E+01, 0.8036222E+00,
 0.4616000E+02, 0.7185768E+00, 0.4210181E+01, 0.8036222E+00,
 0.4618000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4620000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4622000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4624000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4626000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4628000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4630000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4632000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4634000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4636000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4638000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4640000E+02, 0.7185769E+00, 0.4210181E+01, 0.8036222E+00,
 0.4642000E+02, 0.7185770E+00, 0.4210181E+01, 0.8036223E+00,
 0.4644000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036223E+00,
 0.4646000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036223E+00,
 0.4648000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036223E+00,
 0.4650000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036223E+00,
 0.4652000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036223E+00,
 0.4654000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036223E+00,
 0.4656000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4658000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4660000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4662000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4664000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4666000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4668000E+02, 0.7185770E+00, 0.4210182E+01, 0.8036224E+00,
 0.4670000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4672000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4674000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4676000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4678000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4680000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4682000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4684000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4686000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4688000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4690000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4692000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4694000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4696000E+02, 0.7185771E+00, 0.4210182E+01, 0.8036224E+00,
 0.4698000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036224E+00,
 0.4700000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036224E+00,
 0.4702000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4704000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4706000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4708000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4710000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4712000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4714000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4716000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4718000E+02, 0.7185771E+00, 0.4210183E+01, 0.8036225E+00,
 0.4720000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4722000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4724000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4726000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4728000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4730000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4732000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4734000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4736000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4738000E+02, 0.7185772E+00, 0.4210183E+01, 0.8036226E+00,
 0.4740000E+02, 0.7185773E+00, 0.4210183E+01, 0.8036227E+00,
 0.4742000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4744000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4746000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4748000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4750000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4752000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4754000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4756000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4758000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4760000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4762000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4764000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4766000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4768000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4770000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4772000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4774000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4776000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4778000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4780000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4782000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4784000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4786000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4788000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4790000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4792000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4794000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4796000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4798000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4800000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4802000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4804000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4806000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4808000E+02, 0.7185773E+00, 0.4210184E+01, 0.8036227E+00,
 0.4810000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4812000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4814000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4816000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4818000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4820000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4822000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4824000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4826000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4828000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4830000E+02, 0.7185774E+00, 0.4210184E+01, 0.8036228E+00,
 0.4832000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4834000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4836000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4838000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4840000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4842000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4844000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4846000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4848000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4850000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4852000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4854000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4856000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4858000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4860000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4862000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4864000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4866000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4868000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4870000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4872000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4874000E+02, 0.7185774E+00, 0.4210185E+01, 0.8036228E+00,
 0.4876000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4878000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4880000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4882000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4884000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4886000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4888000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4890000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4892000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4894000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4896000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4898000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4900000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4902000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4904000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4906000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4908000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4910000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4912000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4914000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4916000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4918000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4920000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4922000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4924000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4926000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4928000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4930000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4932000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4934000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4936000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4938000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4940000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4942000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4944000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4946000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4948000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4950000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4952000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4954000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4956000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4958000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4960000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4962000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4964000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4966000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4968000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4970000E+02, 0.7185775E+00, 0.4210185E+01, 0.8036229E+00,
 0.4972000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4974000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4976000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4978000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4980000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4982000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4984000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4986000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4988000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4990000E+02, 0.7185776E+00, 0.4210185E+01, 0.8036230E+00,
 0.4992000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.4994000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.4996000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.4998000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5000000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5002000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5004000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5006000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5008000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5010000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5012000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5014000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5016000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5018000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5020000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5022000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5024000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5026000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5028000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5030000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5032000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5034000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5036000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5038000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5040000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5042000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5044000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5046000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5048000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5050000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5052000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5054000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5056000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5058000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5060000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5062000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5064000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5066000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5068000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5070000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5072000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5074000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5076000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5078000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5080000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5082000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5084000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5086000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5088000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5090000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5092000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5094000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5096000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5098000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5100000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5102000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5104000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5106000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5108000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5110000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5112000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5114000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5116000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5118000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5120000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5122000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5124000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5126000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5128000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5130000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5132000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5134000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5136000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5138000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5140000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5142000E+02, 0.7185776E+00, 0.4210186E+01, 0.8036230E+00,
 0.5144000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5146000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5148000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5150000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5152000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5154000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5156000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5158000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5160000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5162000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5164000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5166000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5168000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5170000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5172000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5174000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5176000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5178000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5180000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5182000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5184000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5186000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5188000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5190000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5192000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5194000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5196000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5198000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5200000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5202000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5204000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5206000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5208000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5210000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5212000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5214000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5216000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5218000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5220000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5222000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5224000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5226000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5228000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5230000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5232000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5234000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5236000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5238000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5240000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5242000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5244000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5246000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5248000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5250000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5252000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5254000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5256000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
 0.5258000E+02, 0.7185777E+00, 0.4210186E+01, 0.8036231E+00,
